id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,start_datetime_ist,effective_end_datetime,duration_minutes,reason
FKID006856,unplanned,12.9023556,77.5444541,0.0,0.0,"Subramanyapura Main Road, Mookambika Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",,pot_holes,False,2023-12-15 22:47:54.804000+00:00,,closed,yes,2023-12-23 23:36:03.314166+00,,,bad road,,,Non-corridor,Low,,,,2023-12-15 22:49:22.557867+00,,1,FKUSR00176,FKUSR00001,,,,K.S. Layout,,FKKG000169,,,,FKUSR00176,2023-12-23 23:36:03.313562+00:00,,,Bengaluru South Corporation,South Zone 1,UttarahalliJunction,2023-12-16 04:17:54.804000+05:30,2023-12-23 23:36:03.313562+00:00,11568.141826033334,Unplanned duration exceeds 24 hours (11568.14 mins)
FKID006868,unplanned,12.9250727,77.6176665,0.0,0.0,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",,pot_holes,False,2023-12-16 00:49:59.908000+00:00,,closed,yes,2024-01-27 18:40:37.03731+00,,,Ayyappa to savoury service Road pothol,,,Hosur Road,High,,,,2023-12-16 00:51:13.028496+00,,1,FKUSR01037,FKUSR00001,,,,Madiwala,,FKKG001004,,,,FKUSR01037,2024-01-27 18:40:37.036723+00:00,,,Bengaluru South Corporation,South Zone 2,AyyappaTempleJunc,2023-12-16 06:19:59.908000+05:30,2024-01-27 18:40:37.036723+00:00,61550.61881205,Unplanned duration exceeds 24 hours (61550.62 mins)
FKID006869,unplanned,12.9255468,77.6173667,0.0,0.0,"1st Main Road, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",,pot_holes,False,2023-12-16 00:52:52.752000+00:00,,closed,yes,2024-01-27 18:40:38.934118+00,,,Ayyappa to savoury service [LOCATION],,,Hosur Road,High,,,,2023-12-16 00:53:27.957632+00,,1,FKUSR01037,FKUSR00001,,,,Madiwala,,FKKG001004,,,,FKUSR01037,2024-01-27 18:40:38.933630+00:00,,,Bengaluru South Corporation,South Zone 2,AyyappaTempleJunc,2023-12-16 06:22:52.752000+05:30,2024-01-27 18:40:38.933630+00:00,61547.76969383333,Unplanned duration exceeds 24 hours (61547.77 mins)
FKID006870,unplanned,12.9278348,77.6159838,0.0,0.0,"Hosur Road, Sarjapur Road Check Post Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,pot_holes,False,2023-12-16 00:59:26.763000+00:00,,closed,yes,2024-01-27 18:40:34.692286+00,,,Balaji medical to SP Road  signal,,,Hosur Road,High,,,,2023-12-16 01:00:50.315421+00,,1,FKUSR01037,FKUSR00001,,,,Madiwala,,FKKG001004,,,,FKUSR01037,2024-01-27 18:40:34.691758+00:00,,,Bengaluru South Corporation,South Zone 2,SarjapurRd-St JohnsRdJunc,2023-12-16 06:29:26.763000+05:30,2024-01-27 18:40:34.691758+00:00,61541.132145966665,Unplanned duration exceeds 24 hours (61541.13 mins)
FKID006892,unplanned,12.9189891,77.6216516,0.0,0.0,"Silk Board Double Decker Flyover, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",,pot_holes,False,2023-12-16 02:13:15.100000+00:00,,closed,yes,2024-04-13 01:12:02.064091+00,,,33,,,ORR East 1,High,,,,2023-12-16 02:13:29.942231+00,,1,FKUSR00088,FKUSR00001,,,,Madiwala,,FKKG000082,,,,FKUSR00088,2024-04-13 01:12:02.063407+00:00,,,Bengaluru South Corporation,South Zone 2,SilkBoardJunc,2023-12-16 07:43:15.100000+05:30,2024-04-13 01:12:02.063407+00:00,171298.78272345001,Unplanned duration exceeds 24 hours (171298.78 mins)
FKID006893,unplanned,13.0991084,77.5971696,13.09878,77.5978606,"Hospital Road, Nehru Nagar Extension, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)","Raithara Santhe Road, Nehru Nagar Extension, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",construction,True,2023-12-16 02:54:34.221000+00:00,,closed,yes,2023-12-24 19:21:49.677281+00,,,Cabel working,,,Bellary Road 2,High,,,,2023-12-16 02:55:53.687243+00,,1,FKUSR00612,FKUSR00001,,,,Yelahanka,,FKKG000599,,,,FKUSR00612,2023-12-24 19:21:49.676708+00:00,,,Bengaluru North Corporation,North Zone 2,SantheCircle,2023-12-16 08:24:34.221000+05:30,2023-12-24 19:21:49.676708+00:00,12507.257595133333,Unplanned duration exceeds 24 hours (12507.26 mins)
FKID006894,planned,13.00271757,77.62213905,12.99966473,77.62086723,"Gold Orchid, 19, Hutchins Main Road, D'Costa Square, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India","Rajambal Bhavan, 21, Pottery Road, Balaji Layout, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",construction,True,2023-12-16 03:16:32.764000+00:00,2027-11-09 11:35:46+00:00,active,yes,2023-12-16 03:23:41.324628+00,,south,Permanent road blockage regulation,,,Airport New South Road,High,,,,2023-12-16 03:23:41.232426+00,"[[13.002717567624954,77.62213904837384],[13.002712153703655,77.62215880583902],[13.002419417096977,77.62201928185313],[13.002022131149763,77.62180462956718],[13.00159347980911,77.6215953435884],[13.000971440123227,77.62139155426594],[13.000495739624967,77.62119300090146],[12.999654197069457,77.62086586774672],[12.999664726100534,77.62086723357963]]",1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,Bengaluru North Corporation,North Zone 1,HennurRd-DavisRdJunction,2023-12-16 08:46:32.764000+05:30,2027-11-09 11:35:46+00:00,2051059.2206000001,Planned duration exceeds 30 days (2051059.22 mins)
FKID006895,unplanned,13.0948303,77.5974484,0.0,0.0,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2023-12-16 04:04:47.868000+00:00,,closed,yes,2023-12-30 23:15:27.115441+00,,,Coffeday junction,,,Bellary Road 2,High,,,,2023-12-16 04:12:01.436213+00,,1,FKUSR00265,FKUSR00001,,,,Yelahanka,,FKKG000257,,,,FKUSR00265,2023-12-30 23:15:27.114888+00:00,,,Bengaluru North Corporation,North Zone 2,YelhankaCircle,2023-12-16 09:34:47.868000+05:30,2023-12-30 23:15:27.114888+00:00,21310.6541148,Unplanned duration exceeds 24 hours (21310.65 mins)
FKID006935,unplanned,13.0428512,77.590721,0.0,0.0,"MBT Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,construction,False,2023-12-16 11:35:45.606000+00:00,,closed,yes,2023-12-23 03:51:18.860784+00,,,Road work going in hebbal circle to nagavara,,,Bellary Road 1,High,,,,2023-12-16 11:36:56.888324+00,,1,FKUSR00846,FKUSR00001,,,,Hebbala,,FKKG000826,,,,FKUSR00846,2023-12-23 03:51:18.860119+00:00,,,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc,2023-12-16 17:05:45.606000+05:30,2023-12-23 03:51:18.860119+00:00,9615.554235316667,Unplanned duration exceeds 24 hours (9615.55 mins)
FKID006946,unplanned,13.0177844,77.5596465,0.0,0.0,"CV Raman Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,pot_holes,False,2023-12-17 00:56:59.327000+00:00,,closed,yes,2023-12-18 23:17:03.690125+00,,,KEB work patholes filling work progress sir,,,Tumkur Road,High,,,,2023-12-17 00:57:38.946399+00,,1,FKUSR00458,FKUSR00001,,,,Yeshwanthpura,,FKKG000447,,,,FKUSR00458,2023-12-18 23:17:03.689644+00:00,,,Bengaluru West Corporation,West Zone 2,MS RamaiahJunc(TollGate),2023-12-17 06:26:59.327000+05:30,2023-12-18 23:17:03.689644+00:00,2780.0727107333337,Unplanned duration exceeds 24 hours (2780.07 mins)
FKID006948,unplanned,12.9509307,77.6233046,0.0,0.0,"Ejipura Main Road, SMCC Society, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",,road_conditions,False,2023-12-17 01:06:01.332000+00:00,,closed,yes,2024-01-06 09:19:46.463773+00,,,ಈಜಿಪುರ ಮುಖ್ಯರಸ್ತೆಯಲ್ಲಿ ದೊಡ್ಡದಾದ ಗುಂಡಿ ಬಿದಿದ್ದು ಟ್ರಾಫಿಕ್ ತುಂಬಾ ಸ್ಲೋ ಇರುತ್ತದೆ ಸರ್,,,Non-corridor,Low,,,,2023-12-17 01:07:30.124189+00,,1,FKUSR00349,FKUSR00001,,,,Ashok Nagar,,FKKG000341,,,,FKUSR00349,2024-01-06 09:19:46.463224+00:00,,,Bengaluru Central Corporation,Central Zone 1,BucheryJunction,2023-12-17 06:36:01.332000+05:30,2024-01-06 09:19:46.463224+00:00,29293.752187066664,Unplanned duration exceeds 24 hours (29293.75 mins)
FKID006950,unplanned,13.04366,77.5564883,0.0,0.0,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,others,False,2023-12-17 01:34:46.362000+00:00,,closed,yes,2023-12-22 00:04:02.714789+00,,,Starting problem,,,ORR North 2,High,,,,2023-12-17 01:36:11.719273+00,,1,FKUSR00450,FKUSR00001,,,,Jalahalli,,FKKG000439,,,,FKUSR00450,2023-12-22 00:04:02.714260+00:00,,,Bengaluru North Corporation,North Zone 2,BEL Circle,2023-12-17 07:04:46.362000+05:30,2023-12-22 00:04:02.714260+00:00,7109.272537666667,Unplanned duration exceeds 24 hours (7109.27 mins)
FKID006955,unplanned,12.9993662,77.5713043,0.0,0.0,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",,others,False,2023-12-17 02:51:30.770000+00:00,,closed,yes,2024-01-05 03:07:06.471792+00,,,ಗಂಗಮ್ಮ ದೇವಿ ದೇವರ ರಥೋತ್ಸವ ಸರ್,,,Non-corridor,Low,,,,2023-12-17 02:53:54.498009+00,,1,FKUSR00045,FKUSR00001,,,,Malleshwaram,,FKKG000039,,,,FKUSR00045,2024-01-05 03:07:06.471201+00:00,,,Bengaluru West Corporation,West Zone 2,KCG HospitalJunction,2023-12-17 08:21:30.770000+05:30,2024-01-05 03:07:06.471201+00:00,27375.595020016666,Unplanned duration exceeds 24 hours (27375.60 mins)
FKID006960,unplanned,13.1218981,77.6109722,0.0,0.0,"Bagaluru Main Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",,others,False,2023-12-17 03:59:30.345000+00:00,,closed,yes,2023-12-18 05:54:59.895275+00,,,[LOCATION] onflyover to wards city NHi painting work sir traffic normal mument sir,,,Bellary Road 2,High,,,,2023-12-17 04:00:06.403152+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2023-12-18 05:54:59.894782+00:00,,,Bengaluru North Corporation,North Zone 2,BagalurCrossJunc,2023-12-17 09:29:30.345000+05:30,2023-12-18 05:54:59.894782+00:00,1555.4924963666667,Unplanned duration exceeds 24 hours (1555.49 mins)
FKID006996,planned,13.0169614,77.5604211,0.0,0.0,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,construction,False,2023-12-18 20:40:05.786000+00:00,2023-12-18 20:39:46+00:00,closed,yes,2023-12-18 21:35:47.838163+00,,,White tapping on this above location,,,Tumkur Road,High,,,,2023-12-18 20:41:27.019958+00,,1,FKUSR00229,FKUSR00001,,,,Yeshwanthpura,,FKKG000221,,,,,,,,Bengaluru West Corporation,West Zone 2,MS RamaiahJunc(TollGate),2023-12-19 02:10:05.786000+05:30,2023-12-18 20:39:46+00:00,-0.3297666666666667,Negative duration (-0.33 mins)
FKID007029,unplanned,12.9888638,77.5085497,0.0,0.0,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,others,False,2023-12-19 06:27:40.101000+00:00,,closed,yes,2024-01-13 05:15:56.81799+00,,,Goods auto weel cut out going side towards [PERSON],,,Magadi Road,High,,,,2023-12-19 06:29:26.49186+00,,1,FKUSR00947,FKUSR00001,,,,Kamakshipalya,,FKKG000924,,,,FKUSR00947,2024-01-13 05:15:56.817496+00:00,,,Bengaluru West Corporation,West Zone 1,Srigandakaval,2023-12-19 11:57:40.101000+05:30,2024-01-13 05:15:56.817496+00:00,35928.278608266664,Unplanned duration exceeds 24 hours (35928.28 mins)
FKID007068,unplanned,12.9380022,77.6978036,0.0,0.0,"Panathur Main Road, Kethana Eternal Blossom, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,water_logging,False,2023-12-20 22:04:10.341000+00:00,,closed,yes,2023-12-31 13:42:22.430888+00,,,Panattur junction towards gurukul school road traffic movement deadly slwo movement,,,ORR East 1,High,,,,2023-12-20 22:05:46.620799+00,,1,FKUSR00359,FKUSR00001,,,,HAL Old Airport,,FKKG000351,,,,FKUSR00359,2023-12-31 13:42:21.576619+00:00,,,Bengaluru East Corporation,East Zone 1,Kadubeesanahalli-ORR Junc,2023-12-21 03:34:10.341000+05:30,2023-12-31 13:42:21.576619+00:00,15338.187260316667,Unplanned duration exceeds 24 hours (15338.19 mins)
FKID007075,unplanned,12.9442984,77.5272484,0.0,0.0,"Mysore Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",,others,False,2023-12-21 00:26:46.374000+00:00,,closed,yes,2023-12-23 04:08:58.480364+00,,,Nayandahalli signal towards [LOCATION] station out going side lorry off road Si,,,ORR West 1,High,,,,2023-12-21 00:29:32.694333+00,,1,FKUSR00403,FKUSR00001,,,,Byatarayanapura,,FKKG000393,,,,FKUSR00403,2023-12-23 04:08:58.479860+00:00,,,Bengaluru West Corporation,West Zone 1,MysoreRd-RingRdJunc(Nayandanahallii),2023-12-21 05:56:46.374000+05:30,2023-12-23 04:08:58.479860+00:00,3102.2017643333334,Unplanned duration exceeds 24 hours (3102.20 mins)
FKID007095,unplanned,12.972798,77.6032391,0.0,0.0,"Museum Road, Saint Marks Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,others,False,2023-12-21 20:19:40.127000+00:00,,closed,yes,2024-01-18 18:58:44.256326+00,,,Manhole open at [LOCATION] school,,,Mysore Road,High,,,,2023-12-21 20:21:17.729293+00,,1,FKUSR00892,FKUSR00001,,,,Cubbon Park,,FKKG000871,,,,FKUSR00892,2024-01-18 18:58:44.255812+00:00,,,Bengaluru Central Corporation,Central Zone 1,AshirwadamCircle,2023-12-22 01:49:40.127000+05:30,2024-01-18 18:58:44.255812+00:00,40239.06881353333,Unplanned duration exceeds 24 hours (40239.07 mins)
FKID007117,unplanned,12.994696,77.6159391,0.0,0.0,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",,pot_holes,False,2023-12-22 05:05:17.019000+00:00,,closed,yes,2024-01-15 23:12:04.52937+00,,,Full depth and width,,,Non-corridor,Low,,,,2023-12-22 05:05:58.398497+00,,1,FKUSR01851,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001732,,,,FKUSR01851,2024-01-15 23:12:04.528843+00:00,,,Bengaluru North Corporation,North Zone 1,SindhiColonyJunction,2023-12-22 10:35:17.019000+05:30,2024-01-15 23:12:04.528843+00:00,35646.79183071667,Unplanned duration exceeds 24 hours (35646.79 mins)
FKID007118,unplanned,12.9946896,77.6158838,0.0,0.0,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",,pot_holes,False,2023-12-22 05:06:00.324000+00:00,,closed,yes,2024-01-15 23:11:59.858512+00,,,Need to fill up fast,,,Non-corridor,Low,,,,2023-12-22 05:06:44.466003+00,,1,FKUSR01851,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001732,,,,FKUSR01851,2024-01-15 23:11:59.857960+00:00,,,Bengaluru North Corporation,North Zone 1,SindhiColonyJunction,2023-12-22 10:36:00.324000+05:30,2024-01-15 23:11:59.857960+00:00,35645.99223266667,Unplanned duration exceeds 24 hours (35645.99 mins)
FKID007135,planned,13.0462699,77.5912839,0.0,0.0,"Bellary Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,construction,False,2023-12-22 23:04:20.364000+00:00,2023-12-22 13:03:46+00:00,closed,yes,2023-12-22 23:35:47.616863+00,,,ಟ್ರಾಫಿಕ್ ಗೆ ಯಾವುದೇ [PERSON] ಇರುವುದಿಲ್ಲ ಹೆಬ್ಬಾಳ ಡೌನ್ ರಾಂಪ್ ದಿಂದ ಕೆಂಪಾಪುರ ಕಡೆಗೆ,,,Bellary Road 1,High,,,,2023-12-22 23:06:14.539201+00,,1,FKUSR00005,FKUSR00001,,,,Kodigehalli,,FKKG000663,,,,,,,,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc,2023-12-23 04:34:20.364000+05:30,2023-12-22 13:03:46+00:00,-600.5727333333333,Negative duration (-600.57 mins)
FKID007155,unplanned,12.9641586,77.5697623,0.0,0.0,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,vehicle_breakdown,False,,,closed,yes,2023-12-23 20:00:40.591807+00,,,Traffic no problem sir.,lcv,FKN00GL3614,Mysore Road,High,,,,2023-12-23 19:40:06.972524+00,,1,FKUSR00622,FKUSR00001,,,,Chamarajpet,,FKKG000609,,,,FKUSR00622,2023-12-23 20:00:40.591265+00:00,,,Bengaluru Central Corporation,Central Zone 2,BiryandCircle,,2023-12-23 20:00:40.591265+00:00,,Missing start_datetime
FKID007167,unplanned,13.0023265,77.5943573,0.0,0.0,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",,others,False,2023-12-24 03:52:58.774000+00:00,,closed,yes,2023-12-27 01:16:05.361567+00,,,[LOCATION] road chamara vajra [LOCATION]'s largest coffee festival program traffic slow MOVEMENT sir,,,Non-corridor,Low,,,,2023-12-24 03:54:51.965026+00,,1,FKUSR00308,FKUSR00001,,,,R.T. Nagar,,FKKG000300,,,,FKUSR00308,2023-12-27 01:16:05.361008+00:00,,,Bengaluru Central Corporation,Central Zone 2,"PriyadarshiniHotel,Jayamahal,RT Nagar",2023-12-24 09:22:58.774000+05:30,2023-12-27 01:16:05.361008+00:00,4163.109783466667,Unplanned duration exceeds 24 hours (4163.11 mins)
FKID007173,planned,12.98205505,77.56489837,12.97079473,77.56658306,"Vatal Nagaraj Road Underpass, Gopalpura, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India","Tank Bund Road, Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India",public_event,True,,2023-12-27 10:05:46+00:00,closed,yes,2023-12-27 10:05:46.020402+00,,,"[LOCATION] parameshwari
[PERSON] at [LOCATION] road, magadi
road near hunasemar
(arogya soudha) junction",,,Non-corridor,Low,,,,2023-12-24 06:41:33.714202+00,"[[12.982055051892356,77.5648983700836],[12.982101472741167,77.56546242240509],[12.982174662913307,77.56500091999028],[12.982143295699318,77.56449648711833],[12.9818400790932,77.56428183483239],[12.980846780723754,77.5641423108465],[12.981432304453426,77.564195973918],[12.979665273283771,77.56422817176089],[12.978954274949633,77.56428183483239],[12.978441936654093,77.56453941757552],[12.977981876876699,77.5646896741757],[12.977302342156058,77.56462541828468],[12.975943065943492,77.56437856815585],[12.975733945866624,77.56256475633964],[12.975807137913511,77.56334823718332],[12.975880329938887,77.56055775746601],[12.975838505927042,77.55943083296482],[12.975807137913511,77.55723064703389],[12.975733945866624,77.55583540717525],[12.975660753798174,77.55363522124432],[12.975587561708169,77.55319518405811],[12.97527388107846,77.5525619598146],[12.975012480251445,77.55259415765747],[12.975200688874605,77.55298053177218],[12.97540980939993,77.55351716248704],[12.975420265421576,77.55578174410374],[12.975514369596654,77.5571769839624],[12.975577105693558,77.55820731493495],[12.975618929749396,77.55923764590747],[12.975618929749396,77.56099779465222],[12.975556193663012,77.5622320452964],[12.975618929749396,77.56297259568294],[12.97567120980926,77.56444296384164],[12.975388897355312,77.56479714011343],[12.974928831928759,77.56545182958558],[12.974562870186205,77.56587040154317],[12.974155083610077,77.56611725167203],[12.972942175995586,77.56646069532954],[12.972147509178827,77.56660021931538],[12.971645613039039,77.56675047591554],[12.971562897098107,77.56682484979139],[12.971275351882765,77.56677118671989],[12.971102824594004,77.56667459319122],[12.970857103703436,77.56647067351956],[12.97072117289374,77.56664776165549],[12.971003490646199,77.56678728564137],[12.971306720467878,77.56694290854865],[12.971662230822536,77.56695364116297],[12.971981144090682,77.56681948348424],[12.972430758823299,77.56670679103411],[12.973099012178722,77.56658972095184],[12.973872763783172,77.56639653389449],[12.97440602362282,77.56618188160856],[12.97484517792624,77.56595649670828],[12.975033386676035,77.5656237856651],[12.975430715791099,77.56514081802169],[12.97571302819759,77.56470078083552],[12.976267196063377,77.5646900482212],[12.976659860794697,77.56469484712687],[12.97724016641383,77.56482363849844],[12.977731595338417,77.56490949941282],[12.978071412643715,77.56492023202713],[12.978693570717693,77.56465759575393],[12.979111805716803,77.56449660653945],[12.979446323129743,77.56446446537012],[12.980089357202896,77.56445909906296],[12.980627831610427,77.56445909906296],[12.981208127966958,77.56446983167729],[12.981532212791635,77.56443773017946],[12.981845885524741,77.56448602694377],[12.981950443014469,77.56462555092965],[12.981892936400545,77.56496899458718],[12.981840657649098,77.56524267625174],[12.981814518269251,77.56533926978038],[12.982107279166577,77.56544659592338],[12.970794733782048,77.56658306182155]]",1,FKUSR00009,FKUSR00009,,,,Magadi Road,,,,,,,,,,Bengaluru Central Corporation,Central Zone 2,KarnatakaBhavanJunction,,2023-12-27 10:05:46+00:00,,Missing start_datetime
FKID007184,unplanned,12.9591464,77.6575131,0.0,0.0,"2nd Cross Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",,others,False,2023-12-24 23:36:58.054000+00:00,,closed,yes,2023-12-27 23:17:08.419986+00,,,[LOCATION] fastivels,,,Old Airport Road,High,,,,2023-12-24 23:37:45.588252+00,,1,FKUSR00636,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000623,,,,FKUSR00636,2023-12-27 23:17:08.419421+00:00,,,Bengaluru Central Corporation,Central Zone 1,ISRO Junction-Airport rd,2023-12-25 05:06:58.054000+05:30,2023-12-27 23:17:08.419421+00:00,4300.172757016667,Unplanned duration exceeds 24 hours (4300.17 mins)
FKID007189,unplanned,13.1008567,77.582507,13.1007663,77.5825277,"Yelahanka New Town Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)","Yelahanka New Town Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",tree_fall,True,2023-12-25 06:06:06.450000+00:00,,closed,yes,2023-12-28 20:44:06.4951+00,,,ಮೇಜರ್ ಸಂದೀಪ್ ಉನ್ನಿಕೃಷ್ಣನ್ ರೋಡ್ ಓಂ ಅಗರವಾಲ್ ಭವನ್ ಮುಂಬಾಗ ಮರದ ಕೊಂಬೆ ಕಾರ್ ಮೇಲ್ ಬಿದ್ದಿದ್ದು ಕಾರ್ ಜಕಮಗೊಂಡಿರುತ್ತದೆ ಹಾಗೂ ರೋಡ್ ಕ್ಲೋಸ್ ಆಗಿರುತ್ತದೆ,,,Non-corridor,Low,,,,2023-12-25 06:07:26.864909+00,,1,FKUSR00577,FKUSR00001,,,,Yelahanka,,FKKG000566,,,,FKUSR00577,2023-12-28 20:44:06.494536+00:00,,,Bengaluru North Corporation,North Zone 2,SandeepUnnikrishnan-Yelhanka,2023-12-25 11:36:06.450000+05:30,2023-12-28 20:44:06.494536+00:00,5198.000742266667,Unplanned duration exceeds 24 hours (5198.00 mins)
FKID007191,planned,13.00398224,77.61968747,,,"Hennur Main Road, St. Thomas Town, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India",,procession,False,,2024-01-22 11:35:46+00:00,closed,yes,2023-12-25 06:35:48.000581+00,,,Slow moving vehicles due to white topping,,,Airport New South Road,High,,,,2023-12-25 06:20:04.408368+00,[],1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,Bengaluru North Corporation,North Zone 1,HennurRd-DavisRdJunction,,2024-01-22 11:35:46+00:00,,Missing start_datetime
FKID007206,unplanned,12.9573917,77.6058233,0.0,0.0,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,pot_holes,False,2023-12-25 22:33:56.484000+00:00,,closed,yes,2023-12-27 02:08:49.486886+00,,,Traffic slow movement near cmp junctionn  huge pot hole,,,Hosur Road,High,,,,2023-12-25 22:36:42.208321+00,,1,FKUSR01192,FKUSR00001,,,,Ashok Nagar,,FKKG001152,,,,FKUSR01192,2023-12-27 02:08:49.486165+00:00,,,Bengaluru Central Corporation,Central Zone 1,CMP GateJunc,2023-12-26 04:03:56.484000+05:30,2023-12-27 02:08:49.486165+00:00,1654.8833694166667,Unplanned duration exceeds 24 hours (1654.88 mins)
FKID007225,unplanned,12.907347,77.5468036,0.0,0.0,"Subramanyapura Main Road, Ambiant The Infiniti, BHCS Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",,road_conditions,False,2023-12-26 07:51:02.158000+00:00,,closed,yes,2023-12-29 20:32:00.170352+00,,,Sanitary work tender person not close properly sir,,,Non-corridor,Low,,,,2023-12-26 07:53:46.746764+00,,1,FKUSR00176,FKUSR00001,,,,K.S. Layout,,FKKG000169,,,,FKUSR00176,2023-12-29 20:32:00.169642+00:00,,,Bengaluru South Corporation,South Zone 1,UttarahalliJunction,2023-12-26 13:21:02.158000+05:30,2023-12-29 20:32:00.169642+00:00,5080.9668607,Unplanned duration exceeds 24 hours (5080.97 mins)
FKID007237,planned,12.9670407,77.588336,12.9670572,77.5883294,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",construction,True,2023-12-26 22:51:03.151000+00:00,2023-12-26 22:50:46+00:00,closed,yes,2023-12-26 23:35:47.63198+00,,,,,,Mysore Road,High,,,,2023-12-26 22:47:37.834598+00,,1,FKUSR00965,FKUSR00001,,,,Halasuru Gate,,FKKG000940,,,,,,,,Bengaluru Central Corporation,Central Zone 2,HudsonCircle,2023-12-27 04:21:03.151000+05:30,2023-12-26 22:50:46+00:00,-0.28585,Negative duration (-0.29 mins)
